country	countrynumber	year	legelec	preselec	regime	regime_leg	eighties	nineties	old	avemag	districts	eneg	enep	enep_others	enep1	enpp	enpp_others	enpp1	enpres	medmag	newdem	proximity1	proximity2	seats	upperseats	uppertier	twoelections	twoelections1
Comoros	11	1993	1	0	0	0	0	0	0	1	42	NA	NA	NA	NA	2.16	0	2.16	6.12	1	0	0	0	42	0	0	0	0
Congo	12	1963	1	0	1	0	0	0	1	6.88	6	8.17661	1	0	1	1	0	1	1	NA	1	0	0	55	0	0	0	0
Congo	12	1992	1	1	0	0	0	0	0	1	125	8.17661	NA	NA	NA	5.47	4.8	5.54	4.65	1	1	1	1	125	0	0	0	0
Congo	12	1993	1	0	0	0	0	1	0	1	125	8.17661	NA	NA	NA	4.62	1.6	4.63	4.65	1	0	0.6	0	125	0	0	0	0
Costa Rica	53	1948	1	1	1	0	0	0	1	6.43	7	1.31165	NA	NA	NA	1.67	0	1.67	1.98	NA	1	1	1	45	0	0	0	0
Costa Rica	53	1953	1	1	0	0	0	0	1	6.43	7	1.31165	2.11	0	2.11	1.97	0	1.97	1.84	NA	1	1	1	45	0	0	0	0
Costa Rica	53	1958	1	1	0	0	0	0	1	6.43	7	1.31165	3.57	1.4	3.57	3.22	0	3.22	2.44	NA	0	1	1	45	0	0	0	0
Costa Rica	53	1962	1	1	0	0	0	0	1	8.14	7	1.31165	2.71	1	2.71	2.61	0	2.61	2.52	NA	0	1	1	57	0	0	0	0
Costa Rica	53	1966	1	1	0	0	0	0	1	8.14	7	1.31165	2.33	0	2.33	2.14	0	2.14	1.9998	NA	0	1	1	57	0	0	0	0
Costa Rica	53	1970	1	1	0	0	0	0	1	8.14	7	1.31165	2.56	0.5	2.56	2.15	0	2.15	2.13	NA	0	1	1	57	0	0	0	0
Costa Rica	53	1974	1	1	0	0	0	0	1	8.14	7	1.31165	4.01	1.2	4.01	3.13	0	3.13	3.3	NA	0	1	1	57	0	0	0	0
Costa Rica	53	1978	1	1	0	0	0	0	1	8.14	7	1.31165	2.88	3	2.88	2.38	0	2.38	2.23	NA	0	1	1	57	0	0	0	0
Costa Rica	53	1982	1	1	0	0	0	0	1	8.14	7	1.31165	2.53	0.98	2.53	2.27	0	2.27	2.17	NA	0	1	1	57	0	0	0	0
Costa Rica	53	1986	1	1	0	0	1	0	1	8.14	7	1.31165	2.48	1.8	2.485	2.21	0	2.21	2.07	10	0	1	1	57	0	0	0	0
Costa Rica	53	1990	1	1	0	0	0	0	1	8.14	7	1.31165	2.55	3.12	2.56	2.21	0	2.21	2.05	10	0	1	1	57	0	0	0	0
Costa Rica	53	1994	1	1	0	0	0	1	1	8.14	7	1.31165	2.77	3.71	2.78	2.29	0	2.29	2.11	10	0	1	1	57	0	0	0	0
Costa Rica	53	1998	1	1	0	0	0	0	1	8.14	7	1.31165	3.35	4.23	3.37	2.56	0	2.56	2.38	10	0	1	1	57	0	0	0	0
Croatia	153	1992	1	1	0	0	0	0	0	1	64	1.6004	4.19	3	4.205	2.69	3.6	2.7	2.64	1	1	1	1	138	74	55.07	0	0
Croatia	153	1995	1	0	0	0	0	1	0	1	28	1.6004	3.77	3	3.785	2.63	3.1	2.64	2.64	1	0	0.2	0	127	99	77.95	0	0
Croatia	153	2000	1	1	0	0	0	0	0	14	10	1.6004	3.89	13.33	3.89	2.71	0	2.71	3.35	14	0	1	1	151	11	7.28	0	0
Cuba	154	1946	1	0	0	0	0	0	1	NA	NA	1.27129	NA	NA	NA	3.64	0	3.64	NA	NA	0	0	0	66	NA	NA	0	0
Cuba	154	1948	1	1	0	0	0	0	1	NA	NA	1.27129	NA	NA	NA	3.88	0	3.88	2.98	NA	0	1	1	70	NA	NA	0	0
Cuba	154	1950	1	0	0	0	0	0	1	NA	NA	1.27129	NA	NA	NA	4.17	0	4.17	2.98	NA	0	0	0	66	NA	NA	0	0
Cyprus	187	1960	1	0	0	0	0	0	1	5.83	6	1.56055	NA	NA	NA	1.47	0	1.47	1.83	7	1	0	0	35	0	0	0	0
Cyprus	187	1970	1	0	0	0	0	0	1	5.83	6	1.56055	3.5	5.1	3.515	3.37	5.7	3.39	1.08	NA	0	0.73	0	35	0	0	0	0
Cyprus	187	1976	1	0	0	0	0	0	1	5.83	6	1.56055	1.83	6.4	1.84	1.06	0	1.06	1.08	NA	0	0.07	0	35	0	0	0	0
Cyprus	187	1981	1	0	0	0	1	0	1	5.83	6	1.56055	3.85	7.6	3.895	3.39	0	3.45	1.08	NA	0	0.73	0	35	0	0	0	0
Czech Republic	155	1996	1	0	0	0	0	1	0	25	8	1.47405	5.33	0	5.33	4.15	0	4.15	0	24	1	0	0	200	NA	NA	0	0
Czech Republic	155	1998	1	0	0	0	0	0	0	25	8	1.47405	4.72	0	4.72	3.71	0	3.71	0	25	0	0	0	200	NA	NA	0	0
Czechoslovakia	104	1990	1	0	0	0	0	0	0	12.5	12	2.01875	5.99	0	5.99	4	0	4	0	NA	1	0	0	150	13	8.66	0	0
Czechoslovakia	104	1992	1	0	0	0	0	0	0	12.5	12	2.01875	10.99	0	10.99	6.08	0	6.08	0	NA	0	0	0	150	22	14.67	0	0
Denmark	105	1947	1	0	0	0	0	0	1	5.09	23	1.14619	3.8	0.2	3.8	3.56	0	3.56	0	6	0	0	0	148	31	20.9	0	0
Denmark	105	1950	1	0	0	0	0	0	1	4.57	23	1.14619	4.01	0	4.01	3.98	0	3.98	0	5	0	0	0	149	44	29.5	0	0
Denmark	105	1953	1	0	0	0	0	0	1	4.57	23	1.14619	3.92	0	3.92	3.85	0	3.85	0	5	0	0	0	149	44	29.5	1	1
Denmark	105	1953	1	0	0	0	0	0	1	5.87	23	1.14619	3.82	0	3.82	3.63	0	3.63	0	6	0	0	0	175	40	22.9	1	0
Denmark	105	1957	1	0	0	0	0	0	1	5.87	23	1.14619	3.9	0	3.9	3.77	0	3.77	0	6	0	0	0	175	40	22.9	0	0
Denmark	105	1960	1	0	0	0	0	0	1	5.87	23	1.14619	3.81	0	3.81	3.6	0	3.6	0	6	0	0	0	175	40	22.9	0	0
Denmark	105	1964	1	0	0	0	0	0	1	5.87	23	1.14619	3.75	0.4	3.75	3.51	0	3.51	0	6	0	0	0	175	40	22.9	0	0
Denmark	105	1966	1	0	0	0	0	0	1	5.87	23	1.14619	4.22	0	4.22	3.97	0	3.97	0	6	0	0	0	175	40	22.9	0	0
Denmark	105	1968	1	0	0	0	0	0	1	5.87	23	1.14619	4.56	0	4.56	4.24	0	4.24	0	6	0	0	0	175	40	22.9	0	0
Denmark	105	1971	1	0	0	0	0	0	1	7.94	17	1.14619	4.52	0	4.52	3.94	0	3.94	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1973	1	0	0	0	0	0	1	7.94	17	1.14619	7.11	0	7.11	6.89	0	6.89	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1975	1	0	0	0	0	0	1	7.94	17	1.14619	5.6	0	5.6	5.42	0	5.42	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1977	1	0	0	0	0	0	1	7.94	17	1.14619	5.23	0.9	5.23	5.2	0	5.2	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1979	1	0	0	0	0	0	1	7.94	17	1.14619	4.99	0.4	4.99	4.82	0	4.82	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1981	1	0	0	0	0	0	1	7.94	17	1.14619	5.76	0.2	5.76	5.47	0	5.47	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1984	1	0	0	0	1	0	1	7.94	17	1.14619	5.25	0.1	5.25	5.04	0	5.04	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1987	1	0	0	0	0	0	1	7.94	17	1.14619	5.83	0.4	5.83	5.31	0	5.31	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1988	1	0	0	0	0	0	1	7.94	17	1.14619	5.83	0.1	5.83	5.32	0	5.32	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1990	1	0	0	0	0	0	1	7.94	17	1.14619	4.84	0.3	4.84	4.37	0	4.37	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1994	1	0	0	0	0	1	1	7.94	17	1.14619	4.76	1	4.76	4.54	0.6	4.54	0	8	0	0	0	175	40	22.9	0	0
Denmark	105	1998	1	0	0	0	0	0	1	7.94	17	1.14619	4.74	0.1	4.74	4.71	0	4.71	0	8	0	0	0	175	40	22.9	0	0
Dominica	157	1980	1	0	0	0	0	0	1	1	21	1.63079	2.95	3.8	2.96	1.48	9.5	1.49	0	1	1	0	0	21	0	0	0	0
Dominica	157	1985	1	0	0	0	1	0	1	1	21	1.63079	2.1	2.3	2.11	1.76	0	1.76	0	1	0	0	0	21	0	0	0	0
Dominica	157	1990	1	0	0	0	0	0	1	1	21	1.63079	2.69	0	2.69	2.55	0	2.55	0	1	0	0	0	21	0	0	0	0
Dominica	157	1995	1	0	0	0	0	0	1	1	21	1.63079	2.99	0.2	2.99	2.58	0	2.58	0	1	0	0	0	21	0	0	0	0
Dominica	157	2000	1	0	0	0	0	0	1	1	21	1.63079	2.55	0	2.55	2.38	0	2.38	0	1	0	0	0	21	0	0	0	0
Dominican Republic	54	1966	1	1	0	0	0	0	1	2.47	27	NA	2.2	0	2.2	1.84	0	1.84	2.09	2	1	1	1	74	0	0	0	0
Dominican Republic	54	1970	1	1	0	0	0	0	1	2.74	27	NA	2.9	0	2.9	2.3	0	2.3	3.12	2	0	1	1	74	0	0	0	0
Dominican Republic	54	1974	1	1	0	0	0	0	1	3.37	27	NA	1.35	0	1.35	1.12	0	1.12	1.35	4	0	1	1	91	0	0	0	0
Dominican Republic	54	1978	1	1	0	0	0	0	1	3.37	27	NA	2.23	6.2	2.24	1.99	0	1.99	2.7	4	0	1	1	91	0	0	0	0
Dominican Republic	54	1982	1	1	0	0	0	0	1	4.44	27	NA	2.76	0	2.76	2.25	0	2.25	2.71	5	0	1	1	120	0	0	0	0
Dominican Republic	54	1986	1	1	0	0	1	0	1	4	30	NA	3.19	1.18	3.19	2.53	0	2.53	2.78	5	0	1	1	120	0	0	0	0
Dominican Republic	54	1990	1	1	0	0	0	0	1	4	30	NA	3.22	2.35	3.23	3.05	0	3.05	3.38	5	0	1	1	120	0	0	0	0
Dominican Republic	54	1994	1	1	0	0	0	1	1	4	30	NA	2.71	0.75	2.71	2.43	0	2.43	2.71	5	0	1	1	120	0	0	0	0
Dominican Republic	54	1998	1	0	0	0	0	0	1	5	30	NA	2.73	2.22	2.74	2.32	0	2.32	2.6	6	0	0	0	150	0	0	0	0
Ecuador	71	1952	1	1	0	0	0	0	1	NA	NA	2.89855	2.43	57.1	10.61	NA	NA	NA	3.01	NA	1	1	1	NA	0	0	0	0
Ecuador	71	1954	1	0	0	0	0	0	1	NA	NA	2.89855	5.31	16.1	6.115	NA	NA	NA	3.01	NA	0	0	0	NA	0	0	0	0
Ecuador	71	1956	1	1	0	0	0	0	1	NA	NA	2.89855	NA	NA	NA	NA	NA	NA	3.88	NA	0	1	1	NA	0	0	0	0
Ecuador	71	1958	1	0	0	0	0	0	1	NA	NA	2.89855	5.79	2.4	5.8	NA	NA	NA	3.88	NA	0	0	0	NA	0	0	0	0
Ecuador	71	1960	1	1	0	0	0	0	1	NA	NA	2.89855	NA	NA	NA	NA	NA	NA	2.93	NA	0	1	1	NA	0	0	0	0
Ecuador	71	1962	1	0	0	0	0	0	1	NA	NA	2.89855	5.61	3.1	5.64	NA	NA	NA	2.93	NA	0	0	0	NA	0	0	0	0
Ecuador	71	1979	1	1	0	0	0	0	1	2.85	20	2.89855	6.4	0	6.4	3.95	0	3.95	4.76	NA	1	1	1	69	12	17.39	0	0
Ecuador	71	1984	1	1	0	0	0	0	1	2.95	20	2.89855	10.32	0	10.32	5.98	0	5.98	5.17	3	0	1	1	71	12	16.9	0	0
Ecuador	71	1986	1	0	0	0	1	0	1	2.95	20	2.89855	11.95	0	11.95	7.56	0	7.56	5.17	3	0	0	0	71	12	16.9	0	0
Ecuador	71	1988	1	1	0	0	0	0	1	2.95	20	2.89855	8.14	0	8.14	4.2	0	4.2	6.57	3	0	1	1	71	12	16.9	0	0
Ecuador	71	1990	1	0	0	0	0	0	1	2.86	21	2.89855	7.9	0	7.9	6.97	0	6.97	6.57	3	0	0	0	72	12	16.67	0	0
Ecuador	71	1992	1	1	0	0	0	0	1	3.1	21	2.89855	7.79	0	7.79	6.61	0	6.61	4.5	3	0	1	1	77	12	16.67	0	0
Ecuador	71	1994	1	0	0	0	0	0	1	3.1	21	2.89855	7.48	0.57	7.48	5.9	0	5.9	4.5	NA	0	0	0	77	12	16.67	0	0
Ecuador	71	1996	1	1	0	0	0	1	1	3.33	21	2.89855	6.43	1.3	6.43	5.11	0	5.11	4.82	3	0	1	1	82	12	14.63	0	0
Ecuador	71	1998	1	1	0	0	0	0	1	5	21	2.89855	6.18	0.4	6.18	5.45	8.3	5.66	4.1	5	0	1	1	125	20	16	0	0
El Salvador	55	1985	1	0	0	0	1	0	1	4.29	14	1.24657	2.68	0.5	2.68	2.56	0	2.56	3.16	4	1	0.6	0	60	0	0	0	0
El Salvador	55	1988	1	0	0	0	0	0	1	4.29	14	1.24657	2.75	0.7	2.75	2.41	0	2.41	3.16	4	0	0.6	0	60	0	0	0	0
El Salvador	55	1991	1	0	0	0	0	0	1	4.57	14	1.24657	3.34	0	3.34	3.01	0	3.01	2.35	4.5	0	0.2	0	84	20	23.8	0	0
El Salvador	55	1994	1	1	0	0	0	1	1	4.57	14	1.24657	3.48	0.7	3.48	3.06	0	3.06	3	4.5	0	1	1	84	20	23.8	0	0
El Salvador	55	1997	1	0	0	0	0	0	1	4.57	14	1.24657	3.95	0	3.95	4.17	0	4.17	3	4.5	0	0.2	0	84	20	23.8	0	0
El Salvador	55	2000	1	0	0	0	0	0	1	4.57	14	1.24657	3.68	0.41	3.68	3.47	0	3.47	2.74	4.5	0	0.6	0	84	20	23.8	0	0
Estonia	159	1992	1	0	0	0	0	0	0	8.42	12	2.0452	8.72	4.3	8.865	5.9	0	5.9	0	9	1	0	0	101	0	0	0	0
Estonia	159	1995	1	0	0	0	0	1	0	9.18	11	2.0452	5.93	0.3	5.93	4.15	0	4.15	0	10	0	0	0	101	0	0	0	0
Estonia	159	1999	1	0	0	0	0	0	0	9.18	11	2.0452	6.87	1.5	6.88	5.5	0	5.5	0	10	0	0	0	101	0	0	0	0
Finland	106	1948	1	0	0	0	0	0	1	13.3	15	1.15141	4.9	0.5	4.9	4.54	0	4.54	5.06	NA	0	0	0	200	0	0	0	0
Finland	106	1951	1	0	0	0	0	0	1	13.3	15	1.15141	4.96	0.3	4.96	4.78	0	4.78	5.13	NA	0	0.67	0	200	0	0	0	0
Finland	106	1954	1	0	0	0	0	0	1	13.3	15	1.15141	4.98	0.1	4.98	4.71	0	4.71	5.13	NA	0	0.33	0	200	0	0	0	0
Finland	106	1958	1	0	0	0	0	0	1	13.3	15	1.15141	5.19	0.5	5.19	4.87	0	4.87	4.98	NA	0	0.33	0	200	0	0	0	0
Finland	106	1962	1	1	0	0	0	0	1	13.3	15	1.15141	5.86	0.7	5.86	5.09	0	5.09	5.27	NA	0	1	1	200	0	0	0	0
Finland	106	1966	1	0	0	0	0	0	1	13.3	15	1.15141	5.22	0	5.22	4.96	0	4.96	5.27	NA	0	0.33	0	200	0	0	0	0
Finland	106	1970	1	0	0	0	0	0	1	13.3	15	1.15141	6.17	0.2	6.17	5.58	0	5.58	6.25	15	0	0.6	0	200	0	0	0	0
Finland	106	1972	1	0	0	0	0	0	1	13.3	15	1.15141	5.95	0	5.95	5.51	0	5.51	6.25	15	0	0.2	0	200	0	0	0	0
Finland	106	1975	1	0	0	0	0	0	1	13.3	15	1.15141	5.89	0.8	5.89	5.31	0	5.31	6.25	15	0	0.4	0	200	0	0	0	0
Finland	106	1979	1	0	0	0	0	0	1	13.3	15	1.15141	5.74	0.2	5.74	5.21	0	5.21	6.25	15	0	0.5	0	200	0	0	0	0
Finland	106	1983	1	0	0	0	1	0	1	13.3	15	1.15141	5.45	0.1	5.45	5.34	0	5.34	3.76	17	0	0.67	0	200	0	0	0	0
Finland	106	1987	1	0	0	0	0	0	1	13.3	15	1.15141	6.15	0.6	6.15	4.93	0	4.93	3.76	17	0	0.67	0	200	0	0	0	0
Finland	106	1991	1	0	0	0	0	0	1	13.3	15	1.15141	5.89	2.8	5.91	5.23	0	5.23	3.19	17	0	0	0	200	0	0	0	0
Finland	106	1995	1	0	0	0	0	1	1	13.3	15	1.15141	5.77	0.8	5.78	4.88	0	4.88	5.46	17	0	0.67	0	200	0	0	0	0
Finland	106	1999	1	0	0	0	0	0	1	13.3	15	1.15141	5.93	0	5.93	5.15	0	5.15	5.46	17	0	0.67	0	200	0	0	0	0
France	107	1946	1	0	0	0	0	0	1	5.33	102	1.37377	4.65	0.3	4.65	4.32	0	4.32	0	NA	1	0	0	544	0	0	0	0
France	107	1951	1	0	0	0	0	0	1	5.28	103	1.37377	5.4	0.6	5.4	5.92	0	5.92	0	NA	0	0	0	544	0	0	0	0
France	107	1956	1	0	0	0	0	0	1	5.28	103	1.37377	6.08	0.5	6.08	5.73	0	5.73	0	NA	0	0	0	544	0	0	0	0
France	107	1958	1	0	0	0	0	0	1	1	465	1.37377	6.08	0.5	6.08	3.44	0	3.44	0	1	0	0	0	465	0	0	0	0
France	107	1962	1	0	0	0	0	0	1	1	465	1.37377	4.93	0.1	4.93	3.43	0	3.43	0	1	0	0	0	465	0	0	0	0
France	107	1967	1	0	0	0	0	0	1	1	470	1.37377	4.55	0	4.55	3.77	0	3.77	3.06	1	0	0	0	470	0	0	0	0
France	107	1968	1	0	0	0	0	0	1	1	470	1.37377	4.32	0.5	4.32	2.49	0	2.49	3.06	1	0	0.5	0	470	0	0	0	0
France	107	1973	1	0	0	0	0	0	1	1	473	1.37377	5.68	0	5.68	4.53	0	4.53	3.3	1	0	0.6	0	473	0	0	0	0
France	107	1978	1	0	0	0	0	0	1	1	474	1.37377	5.08	0.1	5.08	4.19	0	4.19	3.15	1	0	0.14	0	474	0	0	0	0
France	107	1981	1	1	0	0	1	0	1	1	474	1.37377	4.14	0	4.14	2.68	0	2.68	4.86	1	0	1	1	474	0	0	0	0
France	107	1986	1	0	0	0	0	0	1	5.79	96	1.37377	4.66	0	4.66	3.9	0	3.9	4.86	7	0	0.43	0	556	0	0	0	0
France	107	1988	1	1	0	0	0	0	1	1	555	1.37377	4.38	0.1	4.38	3.07	0	3.07	4.77	1	0	1	1	555	0	0	0	0
France	107	1993	1	0	0	0	0	1	1	1	577	1.37377	6.71	1.2	6.71	2.86	0	2.86	4.77	1	0	0.43	0	577	0	0	0	0
France	107	1997	1	0	0	0	0	0	1	1	577	1.37377	6.54	1.9	6.55	3.54	0	3.54	5.95	1	0	0.43	0	577	0	0	0	0
Germany	191	1990	1	0	0	0	0	0	1	1	328	1.10488	3.75	0.2	3.75	3.17	0	3.17	0	1	0	0	0	662	334	50	0	0
Germany	191	1994	1	0	0	0	0	1	1	1	328	1.10488	3.74	0	3.74	3.45	0	3.45	0	1	0	0	0	672	344	50	0	0
Germany	191	1998	1	0	0	0	0	0	1	1	328	1.10488	3.79	0	3.79	3.31	0	3.31	0	1	0	0	0	669	341	50	0	0
Ghana	18	1979	1	1	0	0	0	0	1	1	140	6.49562	3.75	0.9	3.75	2.64	0	2.64	3.92	1	1	1	1	140	0	0	0	0
Greece	110	1946	1	0	0	0	0	0	1	9.32	38	1.06232	2.73	2.3	2.73	2.63	4.8	2.65	0	NA	1	0	0	354	NA	NA	0	0
Greece	110	1950	1	0	0	0	0	0	1	6.41	39	1.06232	7.93	3.4	7.99	5.72	0	5.72	0	NA	0	0	0	250	NA	NA	0	0
Greece	110	1951	1	0	0	0	0	0	1	6.29	41	1.06232	4.15	0.4	4.15	3.23	0	3.23	0	NA	0	0	0	258	NA	NA	0	0
Greece	110	1952	1	0	0	0	0	0	1	3.03	99	1.06232	2.7	5.3	2.715	1.45	0.7	1.45	0	NA	0	0	0	300	0	0	0	0
Greece	110	1956	1	0	0	0	0	0	1	7.32	41	1.06232	2.18	1.4	2.185	2.1	3.3	2.1	0	NA	0	0	0	300	0	0	0	0
Greece	110	1958	1	0	0	0	0	0	1	5.45	55	1.06232	3.52	0.2	3.52	2.44	0	2.44	0	NA	0	0	0	300	NA	NA	0	0
Greece	110	1961	1	0	0	0	0	0	1	5.45	55	1.06232	2.54	0.9	2.54	2.3	0	2.3	0	NA	0	0	0	300	NA	NA	0	0
Greece	110	1963	1	0	0	0	0	0	1	5.45	55	1.06232	2.83	0.5	2.83	2.42	0	2.42	0	NA	0	0	0	300	NA	NA	0	0
Greece	110	1964	1	0	0	0	0	0	1	5.45	55	1.06232	2.4	0.2	2.4	2.26	0	2.26	0	NA	0	0	0	300	NA	NA	0	0
Greece	110	1974	1	0	0	0	0	0	1	5.14	56	1.06232	2.75	1.1	2.75	1.73	0	1.73	0	6	1	0	0	300	124	41.3	0	0
Greece	110	1977	1	0	0	0	0	0	1	5.14	56	1.06232	3.74	0.9	3.74	2.35	0	2.35	0	6	0	0	0	300	68	22.7	0	0
Greece	110	1981	1	0	0	0	0	0	1	5.14	56	1.06232	2.68	0.5	2.68	2.1	0	2.1	0	6	0	0	0	300	68	22.7	0	0
Greece	110	1985	1	0	0	0	1	0	1	5.14	56	1.06232	2.59	0.5	2.59	2.14	0	2.14	0	6	0	0	0	300	68	22.7	0	0
Greece	110	1989	1	0	0	0	0	0	1	5.14	56	1.06232	2.73	0.8	2.73	2.4	0	2.4	0	6	0	0	0	300	68	22.7	1	1
Greece	110	1989	1	0	0	0	0	0	1	5.14	56	1.06232	2.55	1.5	2.56	2.32	0	2.32	0	6	0	0	0	300	68	22.7	1	0
Greece	110	1990	1	0	0	0	0	0	1	5.14	56	1.06232	2.63	0	2.63	2.37	0	2.37	0	6	0	0	0	300	68	22.7	0	0
Greece	110	1993	1	0	0	0	0	0	1	5.14	56	1.06232	2.63	0.9	2.63	2.17	0	2.17	0	6	0	0	0	300	68	22.7	0	0
Greece	110	1996	1	0	0	0	0	1	1	5.14	56	1.06232	3.06	2.3	3.065	2.36	0	2.36	0	6	0	0	0	300	68	22.7	0	0
Greece	110	2000	1	0	0	0	0	0	1	5.14	56	1.06232	2.64	2.1	2.64	2.21	0	2.21	0	6	0	0	0	300	68	22.7	0	0
Greek Cyprus	188	1985	1	0	0	0	1	0	1	9.33	6	NA	3.62	0.3	3.62	3.57	0	3.57	2.26	12	0	0.2	0	56	0	0	0	0
Greek Cyprus	188	1991	1	0	0	0	0	0	1	9.33	6	NA	3.67	0.2	3.67	3.51	0	3.51	3.51	12	0	0.2	0	56	0	0	0	0
Greek Cyprus	188	1996	1	0	0	0	0	1	1	9.33	6	NA	3.79	0.1	3.79	3.52	0	3.52	2.74	12	0	0.2	0	56	NA	NA	0	0
Grenada	56	1976	1	0	0	0	0	0	1	1	15	NA	2.07	1.97	2.075	1.92	0	1.92	0	1	1	0	0	15	0	0	0	0
Grenada	56	1984	1	0	0	0	1	0	1	1	15	NA	2.11	0.3	2.11	1.14	0	1.14	0	1	1	0	0	15	0	0	0	0
Grenada	56	1990	1	0	0	0	0	0	1	1	15	NA	3.85	0	3.85	3.08	0	3.08	0	1	0	0	0	15	0	0	0	0
Grenada	56	1995	1	0	0	0	0	1	1	1	15	NA	3.65	2.25	3.66	2.42	0	2.42	0	1	0	0	0	15	0	0	0	0
Grenada	56	1999	1	0	0	0	0	0	1	1	15	NA	2.15	0.6	2.15	1	0	1	0	1	0	0	0	15	0	0	0	0
Guatemala	57	1950	1	1	0	0	0	0	1	3.09	22	1.97161	NA	NA	NA	5.01	NA	NA	2.13	NA	0	1	1	68	0	0	0	0
Guatemala	57	1953	1	0	0	0	0	0	1	3.09	22	1.97161	NA	NA	NA	3.77	NA	NA	2.13	NA	0	0.5	0	68	0	0	0	0
Guatemala	57	1958	1	0	0	0	0	0	1	3	22	1.97161	3.23	0	3.23	NA	NA	NA	NA	NA	1	0	0	66	0	0	0	0
Guatemala	57	1959	1	0	0	0	0	0	1	3	22	1.97161	5.29	0	5.29	4.44	NA	NA	NA	NA	0	0	0	66	0	0	0	0
Guatemala	57	1961	1	0	0	0	0	0	1	3	22	1.97161	2.89	0	2.89	NA	NA	NA	NA	NA	0	0	0	66	0	0	0	0
Guatemala	57	1966	1	1	0	0	0	0	1	2.5	22	1.97161	2.83	0	2.83	2.32	0	2.32	2.81	NA	1	1	1	55	0	0	0	0
Guatemala	57	1970	1	1	0	0	0	0	1	2.5	22	1.97161	2.83	0	2.83	1.89	NA	NA	2.81	NA	0	1	1	55	0	0	0	0
Guatemala	57	1974	1	1	0	0	0	0	1	2.73	22	1.97161	NA	NA	NA	4.59	0	4.59	2.78	NA	0	1	1	60	0	0	0	0
Guatemala	57	1978	1	1	0	0	0	0	1	2.77	22	1.97161	NA	NA	NA	3.26	NA	NA	2.91	NA	0	1	1	61	0	0	0	0
Guatemala	57	1982	1	1	1	0	1	0	1	3	22	1.97161	NA	NA	NA	2.74	10.6	2.81	3.42	NA	0	1	1	66	0	0	0	0
Guatemala	57	1990	1	1	0	0	0	0	1	3.87	23	1.97161	7.01	3.09	7.06	4.43	0	4.43	5.27	NA	1	1	1	116	27	23.27	0	0
Guatemala	57	1994	1	0	0	0	0	0	1	2.78	23	1.97161	5.67	1.49	5.7	3.47	0	3.47	5.27	NA	0	0.6	0	80	16	20	0	0
Guatemala	57	1995	1	1	0	0	0	1	1	2.78	23	1.97161	5.9	6.23	6.035	2.73	0	2.73	4.75	4	0	1	1	80	16	20	0	0
Guatemala	57	1999	1	1	0	0	0	0	1	3.96	23	1.97161	3.76	1.25	3.765	2.35	0	2.35	2.97	6	0	1	1	113	22	19.47	0	0
Guyana	72	1992	1	1	0	0	0	0	0	53	1	2.62856	2.15	2.3	2.15	1.53	0	1.53	2.15	53	1	1	1	53	0	0	0	0
Guyana	72	1997	1	1	0	0	0	1	0	53	1	2.62856	2.17	3	2.17	1.57	0	1.57	2.17	53	0	1	1	53	0	0	0	0
Haiti	58	1995	1	1	0	0	0	1	0	1	83	1.10497	NA	NA	NA	1.38	0	1.38	1.29	1	0	1	1	83	0	0	0	0
Haiti	58	2000	1	1	0	0	0	0	0	1	83	1.10497	NA	NA	NA	1.29	1.2	1.29	1.18	1	0	1	1	83	0	0	0	0
Honduras	59	1957	1	1	0	0	0	0	1	NA	NA	1.22701	2.09	NA	NA	2.06	NA	NA	NA	NA	1	1	1	58	0	0	0	0
Honduras	59	1971	1	1	0	0	0	0	1	NA	NA	1.22701	1.99	0	1.99	2	0	2	2	NA	1	1	1	64	0	0	0	0
Honduras	59	1985	1	1	0	0	1	0	1	7.11	18	1.22701	2.14	0	2.14	2.12	0	2.12	2.14	9	1	1	1	128	0	0	0	0
Honduras	59	1989	1	1	0	0	0	0	1	7.11	18	1.22701	2.13	0	2.13	2	0	2	2.13	9	0	1	1	128	0	0	0	0
Honduras	59	1993	1	1	0	0	0	1	1	7.11	18	1.22701	2.14	0	2.14	2.03	0	2.03	2.14	9	0	1	1	128	0	0	0	0
Honduras	59	1997	1	1	0	0	0	0	1	7.11	18	1.22701	2.38	0	2.38	2.18	0	2.18	2.17	9	0	1	1	128	0	0	0	0
Hungary	111	1990	1	0	0	0	0	0	0	1	176	1.22914	7.14	6.91	7.4	3.79	0	3.79	0	1	1	0	0	386	210	54.4	0	0
Hungary	111	1994	1	0	0	0	0	1	0	1	176	1.22914	5.97	2.26	5.99	2.9	0	2.9	0	1	0	0	0	386	210	54.4	0	0
Hungary	111	1998	1	0	0	0	0	0	0	1	176	1.22914	6.66	1.7	6.67	4.08	0.3	4.08	0	1	0	0	0	386	210	54.4	0	0
